,index,bids,brand,category,character,condition,era,franchise,gender,item_num,price,quantity_sold,sell_date,size,title,toy_type,year,format
15557,15557,0,Hasbro,Transformers & Robots,Megatron,Used,,Transformers,,113916737086,10.0,1,"Oct 13, 2019",,transformers movies figure  lot megatron starscream jazz ironhide,Action Figure,,BIN
15558,15558,4,KENNER,Sports,,New,1980-2001,,,123930925490,5.03,1,"Oct 13, 2019",,1998 starting lineup - slu - mlb - lou brock - st louis cardinals - cooperstown,Action Figure,1998,Auction
15559,15559,0,Stretch Armstrong,Other Action Figures,,New,2002-Now,,,323895468608,21.99,2,,7in.,the original stretch armstrong dog fetch figure 7in special needs it therapy 5+ ,Action Figure,2017,BIN
15560,15560,0,Unspecified,"TV, Movie & Video Games",,Used,,Resident Evil,,254388300898,19.99,1,"Oct 13, 2019",,resident evil action figures lot,Action Figure,,BIN
15561,15561,0,Mattel,"TV, Movie & Video Games",Hero,Used,,,,293246929448,5.19,1,"Oct 13, 2019",,1993 mattel last action hero dynamite jack slater action figure complete ,Action Figure,1993,BIN
15562,15562,0,Unspecified,Comic Book Heroes,,Used,,Iron Man,,153607519083,4.99,25,,,"captain america's sheild for 6"" marvel legends captain america action figure",Action Figure,,BIN
15563,15563,0,Unspecified,Comic Book Heroes,,Used,,,,152722346341,24.99,272,,,"marvel legends ronan the accuser complete baf 7"" loose action figure",Action Figure,,BIN
15564,15564,0,DC,Comic Book Heroes,The Joker,Used,2002-Now,Batman,,223489509262,15.19,9,,6in.," dc direct batman arkham origins triforce series the joker action figure 6"" ",Action Figure,2016,BIN
15565,15565,0,Mattel,"TV, Movie & Video Games",Rex,New,2002-Now,Jurassic World,,352809177220,47.4,6,,,jurassic world tyrannosaurus t-rex battle damage roarin super colossal figure,Action Figure,2018,BIN
15566,15566,8,Jakks Pacific,Sports,Shawn Michaels,New,1980-2001,WWE,,312794672410,8.5,1,"Oct 13, 2019",,wwf superstars shawn michaels (red tights),Action Figure,1997,Auction
15567,15567,1,Playmates Toys,Sports,Undertaker,New,1980-2001,WWE,,312803232561,5.0,1,"Oct 13, 2019",,wwf heroes of wrestling lot undertaker & sycho sid,Action Figure,,Auction
15568,15568,0,Hasbro,"TV, Movie & Video Games",Stormtrooper,New,2002-Now,Star Wars,,123936591604,19.99,1,"Oct 13, 2019","3 3/4"" Scale (Figures vary in actual size)","star wars retro collection 3.75"" inch stormtrooper",Action Figure,2019,BIN
15569,15569,27,Kenner,"TV, Movie & Video Games",,Used,1980-2001,Star Wars,,254381613148,153.5,1,"Oct 13, 2019",3.75in.,star wars vintage lot (31) figures general lando last 17 (2) vader cases,Action Figure,,Auction
15570,15570,0,Unspecified,Comic Book Heroes,,New,,,,183971183240,19.99,6,,,kaiyodo revoltech amazing yamaguchi venom action figure model toy new in box aa,,,BIN
15571,15571,0,Spin Master,Other Action Figures,,Used,,Rocky,,283594306983,10.99,1,"Oct 13, 2019",,8 paw patrol mini figures: chase-marshall,Action Figure,,BIN
15572,15572,2,Hasbro,"TV, Movie & Video Games",,New,2002-Now,Marvel Universe,,153677758313,20.5,1,"Oct 13, 2019",,marvel legends silver surfer fantastic four walgreen's exclusive nip,Action Figure,,Auction
15573,15573,0,Unbranded,Transformers & Robots,,New,,Transformers,,143406140081,55.0,1,,,transformers toys weijiang wj damaged sqweeks alloy in stock,Action Figure,2019,BIN
15574,15574,4,Mattel,"TV, Movie & Video Games",Fisto,Used,1980-2001,Masters of the Universe,,233362196456,36.0,1,"Oct 13, 2019",,nice!! 100% complete he man masters of the universe motu mantenna adam leech,Action Figure,1980's,Auction
15575,15575,0,McFarlane Toys,Sports,,New,2002-Now,,,332447427530,12.99,1,,"4""",justin verlander mcfarlane playmakers mlb series 4 detroit tigers action figure,Action Figure,,BIN
15576,15576,15,Hasbro,Military & Adventure,"PYTHON PATROL  OFFICER, TROOPER, COPPERHEAD",Used,1982 - 1998,GI Joe  Cobra,,392467719171,61.0,1,"Oct 13, 2019",3.75in.,gi joe --- 1989  cobra  python patrol  lot  w/acc's  --- gijoe,Action Figure,1989,Auction
15577,15577,9,Hasbro,"TV, Movie & Video Games",,New,2002-Now,Marvel Universe,,153677758852,42.0,1,"Oct 13, 2019",,marvel legends thing fantastic four walgreen's exclusive nip,Action Figure,,Auction
15578,15578,1,Fanstoys,Transformers & Robots,Galvatron,Used,,Generation One,,174058726279,234.95,1,"Oct 13, 2019",Masterpiece Scaled,fans toys sovereign ft-16 transformers masterpiece galvatron mp -u.s. seller!,Action Figure,,Auction
15579,15579,0,Diamond Select,Comic Book Heroes,,New,,,,273916791134,24.29,19,,7in.,"marvel diamond select wolverine movie logan 7"" action figure loose x men model",Action Figure,,BIN
15580,15580,0,NECA,"TV, Movie & Video Games",Jason Voorhees,New,,Friday the 13th,,133200411406,21.99,1,"Oct 13, 2019",7in.,neca friday the 13th the final chapter jason voorhees action figure,Action Figure,,BIN
15581,15581,2,Hasbro,"TV, Movie & Video Games",Gungan Warrior,Used,2002-Now,Star Wars,,264490320575,5.5,1,"Oct 13, 2019",3.75in.,"hasbro star wars the legacy collection gungan warrior 3.75"" action figure",Action Figure,2009,Auction
15582,15582,0,Unbranded,Designer & Urban Vinyl,KAWS Companion,New,,KAWS Companion,,163586516562,11.99,83,,8in.,"2018 8"" bff kaws half dissected companion action figures toy",,2018,BIN
15583,15583,0,Unbranded,"TV, Movie & Video Games",Decorator,New,,Animal,,253888236109,8.99,44,,As picture,creative animal bear raccoon figurine figure model doll series decoration toy,Action Figure,2018,BIN
15584,15584,2,Hasbro,"TV, Movie & Video Games",Leia Organa,New,2002-Now,Star Wars,,274041427541,6.99,1,"Oct 13, 2019",6in.,star wars the black series 52 general leia organa 6 inch action figure new misb,Action Figure,2017,Auction
15585,15585,0,Hasbro,Military & Adventure,Sgt Slaughter,Used,,GI Joe,,153683918546,475.0,1,"Oct 13, 2019",8in.,vintage hasbro gi joe sgt slaughter wwf mail away large figure 1987 - rare,Action Figure,1987,BIN
15586,15586,9,Unspecified,"TV, Movie & Video Games",He-Man,Used,,Action Man,,362776773059,23.19,1,"Oct 13, 2019",,he man action figures lot. vintage 1980s,Action Figure,1980,Auction
15587,15587,0,Good Smile Company,"TV, Movie & Video Games",Lucina,Used,2002-Now,Fire Emblem,,274048067808,70.0,1,"Oct 13, 2019",,2012 max factory goodsmile figma 245 fire emblem: awakening - lucina very rare,Action Figure,2012,BIN
15588,15588,0,DC,Comic Book Heroes,Robin,Used,,Batman,,264497927333,25.0,1,"Oct 13, 2019",,dc direct action figure set the classic silver age batman and robin open unused,Action Figure,,BIN
15589,15589,0,Marvel,Comic Book Heroes,,Used,,,,174063101058,18.49,1,"Oct 13, 2019",6in.,marvel legends 80th anniversary iron man 6-inch action figure new * loose * mint,Action Figure,,BIN
15590,15590,0,McFarlane Toys,"TV, Movie & Video Games",Rex,New,2002-Now,Fortnite,,233335489914,17.59,1,"Oct 13, 2019",7in.,"fortnite rex 7"" action figure - mcfarlane toys - 22 moving parts new sealed",Action Figure,2018,BIN
15591,15591,0,Planet X,Transformers & Robots,,New,,,,202651087845,87.9,1,"Oct 13, 2019",,planet x px-10 jupiter,Action Figure,,BIN
15592,15592,0,Hasbro,Military & Adventure,g i joe,Used,,GI Joe,,183994115290,39.95,1,"Oct 13, 2019",,1984 gi joe storm shadow uncut filecard card back vintage,Action Figure,1983,BIN
15593,15593,11,Kidrobot,Designer & Urban Vinyl,,Used,,,,312794676747,19.5,1,"Oct 13, 2019",,kidrobot dunny 4 piece steampunk tepe mca boom + accessories,Action Figure,,Auction
15594,15594,0,Funko,"TV, Movie & Video Games",,New,,,,183875148449,29.99,1,"Oct 13, 2019",,hook & tick-tock #456 peter pan hot topic exclusive funko pop,Action Figure,,BIN
15595,15595,3,Jakks Pacific,Sports,Shawn Michaels,New,1980-2001,WWE,,312794677148,4.25,1,"Oct 13, 2019",,wwf superstars series 3 shawn michaels (blue tights),Action Figure,1996,Auction
15596,15596,14,Hasbro,"TV, Movie & Video Games",First Order Jet Trooper,New,2002-Now,,,283635640862,51.0,1,"Oct 13, 2019",6in.,star wars black series set of 2 - first order jet troopers - carbonized graphite,Action Figure,,Auction
15597,15597,2,Square Enix,"TV, Movie & Video Games",Fran,Used,,Final Fantasy,,174056093896,100.0,1,"Oct 13, 2019",12in.,final fantasy xii fran play arts kai 12inch action figure,Action Figure,,Auction
15598,15598,0,Lanard,Military & Adventure,Diver,Used,,CORPS! Military,,113865935564,9.99,1,"Oct 13, 2019","3.75""",lanard corps shark action figure frogman diver seal 🐸 80's excellent condition,Action Figure,1980,BIN
15599,15599,0,Hasbro,Comic Book Heroes,Colossus,New,2002-Now,X-Men,,183994280197,29.99,1,"Oct 13, 2019",7in.,marvel legends 80th anniversary x-men colossus *no juggernaut* loose complete ,Action Figure,2019,BIN
15600,15600,0,Jakks Pacific,"TV, Movie & Video Games",Link,Used,2002-Now,Legend of Zelda,,392443566601,8.99,1,"Oct 13, 2019",4in.,"jakks pacific animal crossing world of nintendo 4"" world 2-3 villager figure",Action Figure,2015,BIN
15601,15601,0,DC,Comic Book Heroes,Superman,New,2002-Now,Superman,,254297306975,38.0,1,"Oct 13, 2019",,dc direct alex ross kingdom come superman collector action figure wave 1 - new,Action Figure,,BIN
15602,15602,0,Unbranded,"TV, Movie & Video Games",,New,,,,183732724300,23.66,4,,8in.,iron lady ironman girl ver. mk8 pvc action figure toy new,Action Figure,,BIN
15603,15603,2,NECA,"TV, Movie & Video Games",macho man randy savage,New,,Terminator,,123931236300,65.99,1,"Oct 13, 2019",,sdcc 2019 neca exclusive t-2 terminator john connor w/dirt bike ultimate figure,Action Figure,2019,Auction
15604,15604,0,Hasbro,Military & Adventure,,Used,,GI Joe,,143335587675,3.95,2,"Oct 13, 2019",,gi joe accessory  1991 red star           ammo belt,Action Figure,,BIN
15605,15605,0,DC,Comic Book Heroes,Batman,Used,,Batman,,283627670640,15.0,1,"Oct 13, 2019",,batman arkham city action figures nightwing,Action Figure,,BIN
15606,15606,0,Hasbro,Comic Book Heroes,Spider-Man,New,,Marvel Universe,,223105383331,11.97,1,"Oct 13, 2019",11in.,marvel avengers titan hero series figures ~ spider-man figure ~ 2016 hasbro ~new,,,BIN
15607,15607,1,Hasbro,Comic Book Heroes,,Used,2002-Now,Marvel Universe,,223698032219,8.99,1,"Oct 13, 2019",3.75in.,"marvel universe 3.75"" inch 017 kitty pryde loose figure",Action Figure,,Auction
15608,15608,10,NECA,"TV, Movie & Video Games",Hicks,Used,2002-Now,Alien,,293266050626,21.5,1,"Oct 13, 2019",6in.,neca aliens movie colonial marine hicks 6 inch action figure,Action Figure,,Auction
15609,15609,0,Diamond Select,Fantasy,Buffalo Bill,New,2002-Now,Silence of the Lambs,,233349731643,37.88,1,"Oct 13, 2019",2in.,silence of the lambs movie minimates series 1 box set hannibal buffalo bill,Action Figure,2008,BIN
15610,15610,0,Hasbro,Military & Adventure,Zombie,New,,GI Joe,,193153558184,44.99,1,"Oct 13, 2019",3.75in.,g.i. joe 2014 joecon zombie initiative toxo-viper sealed,Action Figure,2014,BIN
15611,15611,0,McFarlane Toys,Sports,Peyton Manning,New,,,,283627731583,33.5,1,"Oct 13, 2019",,mcfarlane college football peyton manning action figure-tenness,Action Figure,,BIN
15612,15612,0,Character Options,"TV, Movie & Video Games",Doctor Who,Used,,Doctor Who,,202661629086,75.0,1,"Oct 13, 2019",,doctor who 12th doctor flight control tardis lights and sound loose working,Action Figure,2016,BIN
15613,15613,0,Lanard,"TV, Movie & Video Games",George the Gorilla,Used,,,,183987646759,9.99,1,"Oct 13, 2019",4in.,"rampage the movie george the gorilla figure 4"" tall",Action Figure,2018,BIN
15614,15614,0,Playmates Toys,"TV, Movie & Video Games",Captain Action,New,1980-2001,Star Trek,,143314367008,5.0,2,"Oct 13, 2019",9in.,"star trek playmates 9"" captain benjamin sisko action figure",Action Figure,1998,BIN
15615,15615,1,Hasbro,Transformers & Robots,Starscream,Used,2002-Now,Transformers,,283635622215,35.0,1,"Oct 13, 2019",,hasbro transformers cybertron supreme class starscream action figure,Action Figure,2006,Auction
15616,15616,6,Hasbro,Military & Adventure,NIGHT FORCE  NIGHT STRIKER,Used,1982 - 1998,GI Joe  Cobra,,333352527103,42.99,1,"Oct 13, 2019",3.75in.,gi joe --- 1988  tru  night force  night striker  parts lot  # 3  -- gijoe,Action Figure,1988,Auction
15617,15617,8,Hasbro,Transformers & Robots,Blackarachnia,Used,,Transformers,,264488887091,14.0,1,"Oct 13, 2019",,transformers animated blackarachnia complete,Action Figure,,Auction
15618,15618,0,Hasbro,Military & Adventure,,Used,,GI Joe,,401802907303,6.95,1,"Oct 13, 2019",3.75in.,gi joe colonel brekhov file card vintage action figure oktober guard  1998,Action Figure,1998,BIN
15619,15619,2,MEDICOM,Music,,New,2002-Now,,,123926548798,58.0,1,"Oct 13, 2019",,the beatles yellow submarine bearbrick figurine set medicom toys scarce nm!,Action Figure,,Auction
15620,15620,0,Marvel,Comic Book Heroes,Frank Castle,Used,2002-Now,Spider-Man,,392474278168,24.99,1,"Oct 13, 2019",6in.,marvel legends netflix punisher complete ,,2018,BIN
15621,15621,2,Bandai,"TV, Movie & Video Games",Ranger,Used,,Power Rangers,,303308205277,10.5,1,"Oct 13, 2019",6in.,bandai mmpr legacy saban's power rangers 2017 movie- zord loose build a figure,Action Figure,2017,Auction
15622,15622,1,Hasbro,Transformers & Robots,Bulkhead,Used,,Transformers,,264488889187,22.0,1,"Oct 13, 2019",,transformers animated leader class bulkhead complete,Action Figure,,Auction
15623,15623,0,Batman Long Halloween,Comic Book Heroes,Batman,New,,Halloween,,202778094429,49.5,1,"Oct 13, 2019",,batman the long halloween 1: joker action figure,Action Figure,,BIN
15624,15624,0,Playmates Toys,"TV, Movie & Video Games",,Used,1980-2001,Teenage Mutant Ninja Turtles,,113665892406,43.99,1,"Oct 13, 2019",5in.,vintage toy tmnt figure lot (6) teenage mutant ninja turtles priority mail a,Action Figure,,BIN
15625,15625,0,Hasbro,Comic Book Heroes,Captain America & Peggy Carter,New,2002-Now,Captain America,,202746063449,79.99,1,"Oct 13, 2019",6in.,marvel legends series captain america peggy carter marvel studios 80 years 10 yr,Action Figure,2019,BIN
15626,15626,1,Bandai,"TV, Movie & Video Games",Megazord,Used,,Power Rangers,,372796610486,9.99,1,"Oct 13, 2019",,bandai power rangers mmpr dino charge blue stego megazord zord action figure,Action Figure,,Auction
15627,15627,0,Marvel,"TV, Movie & Video Games",Captain Action,New,2002-Now,Captain America,,333347198854,22.5,1,"Oct 13, 2019",,marvel comics captain america 1/6 scale uniform & equipment for captain action,Action Figure,2011,BIN
15628,15628,0,Bandai,"TV, Movie & Video Games",Dart,Used,,Mega Man,,193151417591,45.0,1,"Oct 13, 2019",,bandai d-arts mega man bass and treble megaman action figure,Action Figure,,BIN
15629,15629,0,Magic Time,Other Action Figures,,New,,Stretch Animals Stretchimals Pull Toys,,401837371912,14.95,1,"Oct 13, 2019",5.5 Inches,stretchimals tension tiger by magic time strong arms new,Stretchy Action Figure,2018,BIN
15630,15630,0,Takara TOMY,Transformers & Robots,Jetfire,Used,,Transformers,,173983188920,24.99,7,,6in.,takara tomy transformers cybertron con 2013 henkei jetfire figure usa shipping,Action Figure,2013,BIN
15631,15631,1,Hasbro,Transformers & Robots,Grimlock,Used,,Transformers,,264488892216,12.0,1,"Oct 13, 2019",,transformers animated grimlock complete,Action Figure,,Auction
15632,15632,0,WWE,Sports,Randy Orton,New,,WWE,,383161998355,12.99,1,"Oct 13, 2019",,2010 mattel wwe basic series 3 randy orton action figure moc free shipping!,Action Figure,2010,BIN
15633,15633,0,Marvel,Comic Book Heroes,Sp//Dr Spiderman Peni Parker BAF Build A FIgure,Used,Modern,Spider-Man,,254382447624,48.89,1,"Oct 13, 2019","10""","marvel legends sp//dr 10"" baf build a figure spiderman spiderverse 100% complete",Action Figure Lot,2018,BIN
15634,15634,0,Hasbro,"TV, Movie & Video Games",,Used,,Star Wars,,233345389528,79.99,1,"Oct 13, 2019",3.75in.,"star wars rebel pilots lot of 8 action figures 3.75"" rare figures",Action Figure,,BIN
15635,15635,0,Playmates Toys,"TV, Movie & Video Games",Burne,Used,1980-2001,Teenage Mutant Ninja Turtles,,254385087686,94.99,1,"Oct 13, 2019",,tmnt toon burne complete playmates teenage mutant ninja turtles free shipping ,Action Figure,,BIN
15636,15636,0,Hasbro,"TV, Movie & Video Games",Zarya,New,,Overwatch,,264492929776,14.99,1,"Oct 13, 2019",,"overwatch ultimates - “mccree” action figure, 2019, new",Action Figure,2019,BIN
15637,15637,6,Hasbro,Military & Adventure,CHECKPOINT,Used,1982 - 1998,GI Joe  Cobra,,392467676479,8.0,1,"Oct 13, 2019",3.75in.,gi joe --- 1985  checkpoint  parts lot  -- gijoe,Action Figure,1985,Auction
15638,15638,0,WWE,Sports,Shawn Michaels,New,2002-Now,,,383209492536,24.99,1,"Oct 13, 2019",,2012 mattel wwe elite collection flashback series 19 shawn michaels figure nib ,Action Figure,2012,BIN
15639,15639,1,McFarlane Toys,Comic Book Heroes,Malebolgia,Used,1980-2001,Spawn,,193144900307,2.0,1,"Oct 13, 2019",13in.,"spawn maleboligia 13"" action figure (mcfarlane toys, 1994)",Action Figure,1994,Auction
15640,15640,0,Hasbro,Transformers & Robots,Ratchet,New,,Transformers,,303320500844,59.99,1,"Oct 13, 2019",,ratchet transformers siege war for cybertron deluxe wfc-s34 eb games exclusive ,,,BIN
15641,15641,4,Mego,Transformers & Robots,Space Glider,Used,Pre-1980,Micronauts,,183985532085,20.5,1,"Oct 13, 2019",3.75 in,mego - micronauts gallactic warrior - complete w/ accessories incl. 2 missiles,Action Figure,1976,Auction
15642,15642,3,Unspecified,Transformers & Robots,Ironhide,Used,,Transformers,,264488894222,13.5,1,"Oct 13, 2019",,transformers animated cybertronian ironhide complete,Action Figure,,Auction
15643,15643,1,McFarlane Toys,"TV, Movie & Video Games",,New,,,,264490299764,110.0,1,"Oct 13, 2019",,mifune's last stand matrix 2003 mcfarlane misb,Action Figure,2003,Auction
15644,15644,1,Unbranded,Transformers & Robots,Bumblebee,New,,Transformers,,223698037152,0.99,1,"Oct 13, 2019",,bumblebee autobots transformers action figure kids christmas toy free shipping,Action Figure,,Auction
15645,15645,13,big fight toys,"TV, Movie & Video Games",,Used,,Big,,303308220618,23.5,1,"Oct 13, 2019",6in.,big fish toys bioware- mass effect video game- mordin loose action figure,Action Figure,,Auction
15646,15646,22,NECA,Comic Book Heroes,Marshmallow Man,New,,Ghostbusters,,293263333744,34.0,1,"Oct 13, 2019",,"ghostbuster stay puft marshmallow man 15"" action figure by neca - nib cleaned",Action Figure,,Auction
15647,15647,3,Hasbro,Transformers & Robots,Jazz,Used,,Transformers,,264488895280,11.69,1,"Oct 13, 2019",,transformers animated jazz complete,Action Figure,,Auction
15648,15648,1,Marvel,Comic Book Heroes,Dani Moonstar,New,2002-Now,X-Men,,193156600230,7.75,1,"Oct 13, 2019",,marvel legends dani moonstar head hands bowarrow walgreens exclusive new mutants,Action Figure,2019,Auction
15649,15649,0,KOTOBUKIYA,"TV, Movie & Video Games",Master Chief,New,2002-Now,Halo,,333307915957,124.99,1,"Oct 13, 2019",8.5in.,2015 kotobukiya halo 4 master chief 1/10 artfx+ statue figure with armor new,Action Figure,2015,BIN
15650,15650,1,MEDICOM,Designer & Urban Vinyl,,New,2000-Now,Be@rbrick,,264486933232,10.0,1,"Oct 13, 2019",100%,be@rbrick series 27 - sf 100% w/ bio card & box,Action Figure,,Auction
15651,15651,0,Hasbro,Military & Adventure,,Used,,GI Joe,,283598966050,15.3,1,"Oct 13, 2019",3.75in.,1988 gi joe lightfoot complete! minty! vintage action figure ,Action Figure,1988,BIN
15652,15652,0,Hasbro,"TV, Movie & Video Games",,Used,,Star Wars,,153484160792,3.9,6,,3.75in.,"star wars -  phantom menace darth maul 3.75"" figure hasbro 1999 movie toy",Action Figure,,BIN
15653,15653,2,MEDICOM,Designer & Urban Vinyl,,New,2000-Now,Be@rbrick,,264486933541,14.0,1,"Oct 13, 2019",100%,be@rbrick series 28 - sf 100% w/ bio card & box,Action Figure,,Auction
15654,15654,0,Mezco,"TV, Movie & Video Games",,New,,Reservoir Dogs,,183974782326,15.0,1,"Oct 13, 2019",7in., mezco reservoir dogs action figure mr.blonde,Action Figure,,BIN
15655,15655,1,Unbranded,"TV, Movie & Video Games",,New,,,,133197073001,6.0,1,"Oct 13, 2019",15cm,s.h. figuarts star wars jango fett boba fett  pvc action figure new in box 15cm,Action Figure,,Auction
15656,15656,0,Hasbro,"TV, Movie & Video Games",,Used,,Star Wars,,392470757240,7.99,3,,"3.75""",star wars the vintage collection jar jar binks ep1 tpm vc108,Action Figure,,BIN
15657,15657,0,Hasbro,"TV, Movie & Video Games",,Used,,Star Wars,,372793424999,2.99,6,,3.75in.,"star wars saga it-0 interrogation droid 3.75"" anh",Action Figure,,BIN
15658,15658,0,Palisades,"TV, Movie & Video Games",,New,2002-Now,Adult Swim,,133181120941,49.99,1,"Oct 13, 2019",varies: 4 to 6 inch approximately,palisades adult swim aqua teen hunger force figures master shake mothmonsterman,Action Figure,2004,BIN
15659,15659,9,Unspecified,"TV, Movie & Video Games",,Used,,,,254381585289,31.01,1,"Oct 13, 2019",,star wars clone wars 3.75” action figure lot of (6) 2003 - 2009 toy,Action Figure,2003,Auction
15660,15660,1,Mattel,"TV, Movie & Video Games",Stan Lee,New,,Masters of the Universe,,223695493492,59.99,1,"Oct 13, 2019",,standor masters of the universe classics motuc he-man - stan lee new sdcc,Action Figure,2000's,Auction
15661,15661,0,Hasbro,"TV, Movie & Video Games",Max Rebo,New,2002-Now,Star Wars,,401910344076,19.9,1,,3.75in.,2004 hasbro star wars: rappertunie (jabba's palace #08) max rebo band figure,Action Figure,2004,BIN
15662,15662,0,WWE,Sports,John Cena,New,2002-Now,,,202799492760,19.99,1,"Oct 13, 2019",,2012 mattel wwe elite collection live event edition john cena action figure nib ,Action Figure,2012,BIN
15663,15663,0,Mattel,Sports,Stephanie McMahon,Used,2010-Now,WWE,,392461462625,15.99,1,"Oct 13, 2019",6in.,wwe wrestling mattel elite milkomania stephanie mcmahon figure & alternate head,Action Figure,2012,BIN
15664,15664,0,Unbranded,"TV, Movie & Video Games",Doublas,New,2002-Now,Mazinger Z,,133188003760,21.0,1,"Oct 13, 2019",5in.,"mazinger z tranzor z 5"" set of 4 figures doublas garada mexican toys ",Action Figure,2018,BIN
15665,15665,0,Marvel,Comic Book Heroes,,Used,2002-Now,Dr. Strange,,254383259482,49.95,1,"Oct 13, 2019",,marvel legends (build a figure) (baf) - dormammu - 100% complete,Action Figure,,BIN
15666,15666,0,Unbranded,"TV, Movie & Video Games",Predator,New,2002-Now,Predator,,401842193087,33.99,1,"Oct 13, 2019",7in.,wasp predator yellow  action figure predators 2 movie series 11 doll new,Action Figure,2013,BIN
15667,15667,0,Funko,Anime & Manga,,New,1980-2001,Bleach,,371654090616,12.69,432,,3.75in.,funko pop animation: shonen jump bleach - ichigo vinyl figure item #6360,Vinyl Figure,2016,BIN
15668,15668,7,Hasbro,"TV, Movie & Video Games",Snowtrooper,New,,Star Wars,,283635655193,6.5,1,"Oct 13, 2019",6in.,star wars black series ot snow trooper loose,Action Figure,,Auction
15669,15669,0,Fisher Price,Comic Book Heroes,Batman,Used,,DC Comics,,254259538040,0.99,361,,"Figures approximately 3""",imaginext batman dc justice league used figures loose  *please select*,Action Figures,,BIN
15670,15670,17,Kenner,Comic Book Heroes,Batman,New,1980-2001,Super Powers,,352813409249,83.0,1,"Oct 13, 2019",4in.,kenner toys 1984 super powers dc collection batman loose with small card rare,Action Figure,1984,Auction
15671,15671,0,Playskool,Transformers & Robots,Bumblebee,Used,2002-Now,Transformers,,113921310600,15.0,1,"Oct 13, 2019",,transformers - playskool heroes rescue bots motorcycle bumblebee rescan 2014,Action Figure,2014,BIN
15672,15672,0,Takara TOMY,Transformers & Robots,ROBOT,New,2002-Now,,,113709056224,35.09,8,,18CM,transformers g1 reissue blitzwing kids toy action figure brand new,Action Figure,2016,BIN
15673,15673,0,Funko,"TV, Movie & Video Games",,New,,,,173806810280,21.0,14,,,funko dragon ball z - gohan super saiyan 2 ss2 us exclusive pop! vinyl nib,Action Figure,,BIN
15674,15674,0,Doctor Who,"TV, Movie & Video Games",,New,,,,303185446693,19.99,4,,,new doctor who classic dalek figure genesis of the daleks (1975) official,,,BIN
15675,15675,0,Unbranded,"TV, Movie & Video Games",,New,,Bloodborne,,312797270080,15.99,3,,15cm,figma 367 bloodborne hunter pvc action figure toy gift new in box collectibles,Action Figure,,BIN
15676,15676,0,Unbranded,"TV, Movie & Video Games",Decorator,New,,Bruce Lee,,362660454098,18.99,6,,5.9 in,"6"" bruce lee action figure collector model bat muscle 1/12 statue decor gift toy",Action Figure,,BIN
15677,15677,0,Unbranded,Military & Adventure,\,New,,\,,202664574220,14.18,9,,as described,1/6 female girl nude body seamless 12'' action figure model toy normal skin,Action Figure,2018,BIN
15678,15678,0,Mattel,"TV, Movie & Video Games",Slinky Dog,New,2002-Now,Toy Story,,113801116056,23.99,1,,7in.,toy story 4 slinky dog basic 7-inch action figure disney pixar ,Action Figure,2019,BIN
15679,15679,0,Unbranded,"TV, Movie & Video Games",Tintin,New,,,,283636015827,29.99,2,,,tintin explorers on the moon action figure toy 2pcs ,Action Figure,,BIN
15680,15680,0,Funko,"TV, Movie & Video Games",,New,2002-Now,Funko Pop,,233300979030,7.5,24,,Small,funko - pop tv: the office - michael scott brand new in box,Action Figure,2017,BIN
15681,15681,0,Ben 10,"TV, Movie & Video Games",,New,,,,113795849259,9.67,8,"Oct 14, 2019",,ben 10 slapback action figure,,,BIN
15682,15682,0,Jakks Pacific,Sports,Don Muraco,New,2002-Now,,,202799082315,19.0,1,"Oct 14, 2019",6in.,wwe wwf classic superstars series 7 don muraco action figure moc,Action Figure,2005,BIN
15683,15683,0,Funko,"TV, Movie & Video Games",Pop,New,,2001 A Space Odyssey,,183987728991,23.95,1,,,2001 a space odyssey dr frank poole #823 pop vinyl funko nycc 2019 exclusive,Action Figure,2019,BIN
15684,15684,0,Hasbro,Sports,Andre The Giant,Used,1990-1992,WWE,,264491412279,29.95,1,"Oct 14, 2019",4.5in.,wwf wwe hasbro andre giant 1990 & hulk hogan 1991 wrestling figure titan sports,Action Figure,1990,BIN
15685,15685,0,Mattel,Sports,Bayley,New,2002-Now,WWE,,202776129883,8.99,1,"Oct 14, 2019","7""",bayley wwe superstars ultimate fan pack (mattel wrestler action figure),Action Figure,2017,BIN
15686,15686,0,Unbranded,Transformers & Robots,Robot,New,2002-Now,Transformers,,223696537164,41.99,1,"Oct 14, 2019",,transformers aod-01 powerglide dx9 mp scale richthofen 🇺🇸 us seller,Action Figure,2018,BIN
15687,15687,0,Kenner,"TV, Movie & Video Games",Anakin Skywalker,Used,1977-1985,Star Wars,,283637500346,23.99,1,"Oct 14, 2019",3.75in.,anakin skywalker star wars action figure kenner toys 1985 vintage original,Action Figure,1985,BIN
15688,15688,0,Gigapower,Transformers & Robots,,New,,,,323924263075,145.0,6,,,transformers gp hq-01r hq01r superator g1 grimlock chrome version in stock,Action Figure,,BIN
15689,15689,0,Jakks Pacific,Other Action Figures,Test,Used,2002-Now,WWE,,303302907617,12.0,1,"Oct 14, 2019",7in.,2003 wwf wwe jakks test andrew martin adrenaline series action figure loose,Action Figure,2003,BIN
15690,15690,0,Action,"TV, Movie & Video Games",Pop,Used,,,,202798487767,70.0,1,"Oct 14, 2019",,pop vinyl - the hangover - alan and carlos #15,Action Figure,,BIN
