,bids,brand,category,character,condition,era,franchise,gender,item_num,price,quantity_sold,sell_date,size,title,toy_type,year
6098,1,Hasbro,Transformers & Robots,,Used,,Transformers,,174055998103,10.0,1,"Oct 13, 2019",,1986 Hasbro METAL G1 Transformer KUP + Plastic Transformer Decepticon 4WD 4x4,Action Figure,1986
6099,5,Hasbro,"TV, Movie & Video Games",The Mandalorian,New,2002-Now,Star Wars,,264490225936,31.0,1,"Oct 13, 2019",6in.,Star Wars The Black Series The MANDALORIAN 6” Figure Brand New (light Wear),Action Figure,2019
6100,0,Hasbro,Transformers & Robots,Ratchet,Used,2002-Now,Transformers,,123927791302,8.0,1,"Oct 13, 2019",,Transformers Dark of The Moon - 2011 - Deluxe Class Ratchet - Complete - LOOK!,Action Figure,2011
6101,1,Kenner,"TV, Movie & Video Games",Jail Jaw Ghost,Used,1980-2001,Ghostbusters,,264491784081,4.95,1,"Oct 13, 2019",2in.,Vtg Real Ghostbusters GITD Jail Jaw Ghost Trap Ecto Glow In The Dark 1987 Rare,Action Figure,1987
6102,1,KENNER,Sports,,New,1980-2001,,,401908972354,2.99,1,"Oct 13, 2019",,"1991 STARTING LINEUP - SLU - MLB - KEN GRIFFEY, SR - SEATTLE MARINERS - EXTENDED",Action Figure,1991
6103,0,Hasbro,Military & Adventure,,New,,GI Joe,,254359862421,300.0,1,"Oct 13, 2019","3 3/4""",2018 GI Joe Tiger Force Jinx Kim Arashikage AFA U9.5 Club Exclusive FSS 7.0 MOC,Action Figure,2018
6104,6,Funko,"TV, Movie & Video Games",Skeletor,New,2002-Now,Masters of the Universe,,113915339904,17.5,1,"Oct 13, 2019",,New Masters Of The Universe Funko Dorbz Moss Man & Beast Man,Action Figure,
6105,15,DC Direct,Comic Book Heroes,Superman,New,,,,274041111422,54.0,1,"Oct 13, 2019",,"DC Direct Blackest Night Series 7 Set, Superman Arkillo Mera and Terra With Scar",Action Figure,
6106,0,Hasbro,Transformers & Robots,Bumblebee,Used,2002-Now,Transformers,,174062118678,10.99,1,"Oct 13, 2019",,Transformers Rescue Bots Dinosaur Dinobot Bumblebee Action Figure Free Ship,Action Figure,
6107,1,McFarlane Toys,Sports,Brian Westbrook,New,2002-Now,,,183985550628,9.99,1,"Oct 13, 2019",,2007 McFarlane NFL Series 15 BRIAN WESTBROOK PHILADELPHIA EAGLES Action Figure,Action Figure,2007
6108,2,Super7,"TV, Movie & Video Games",,New,2002-Now,Masters of the Universe,,113917755197,20.0,1,"Oct 13, 2019",,New Masters Of The Universe Super 7 Prince Adam,Action Figure,
6109,1,Hasbro,Comic Book Heroes,Spider-Man,Used,2002-Now,Marvel Universe,,254381476880,5.0,1,"Oct 13, 2019",6in.,"6"" Marvel Legends Universe Spider-Man Classic CARNAGE Figure",Action Figure,2016
6110,2,Funko,"TV, Movie & Video Games",Skeletor,New,2002-Now,Masters of the Universe,,113915340439,15.5,1,"Oct 13, 2019",,"New Masters Of The Universe Funko Dorbz Trap Jaw, Scare Glow, Spikor",Action Figure,
6111,0,Mego,Transformers & Robots,Klingon,Used,Pre-1980,Star Trek,,392275662146,8.99,1,"Oct 13, 2019",8in.,"Vintage  Mego Star Trek Klingon G-68 8"" Action Figure for Parts or Repair",Action Figure,
6112,0,Mezco,"TV, Movie & Video Games",Commissioner Gordon,New,,Batman,,133164084562,184.99,1,"Oct 13, 2019",,SDCC 2019 MEZCO Exclusive THE ONE:12 COLLECTIVE COMMISSIONER Jim GORDON Figure,Action Figure,2019
6113,0,Kenner,"TV, Movie & Video Games",Parasaurolophus,Used,,Jurassic Park,,183980003387,19.99,1,"Oct 13, 2019",,Jurassic Park Lost World JP19 Electronic Parasaurolophu,Action Figure,
6114,0,Hasbro,Comic Book Heroes,Elektra,New,,Daredevil,,254386223344,9.99,1,"Oct 13, 2019",6in.,Marvel Legends Elektra Hasbro Figure SP//dr BAF Wave,Action Figure,2018
6115,1,Hasbro,"TV, Movie & Video Games",,Used,,Star Wars,,323940054898,1.99,1,"Oct 13, 2019",3.75in.,Star Wars Vintage Cardback ROJ 79 Back Klaatu,Action Figure,
6116,0,Hasbro,Comic Book Heroes,Captain America,New,1980-2001,Captain America,,264466675652,33.99,6,,6in.,Hasbro Marvel Legends 80th Anniversary Comics Captain America Walmart Exclusive,Action Figure,2019
6117,1,Marvel select,Comic Book Heroes,Red Hulk,New,2002-Now,Marvel Universe,,372798727847,24.95,1,"Oct 13, 2019",10in.,Marvel Select:RED HULK(2015) MIB/IN Box Collector...sw,Action Figure,2015
6118,21,Mattel,Sports,,New,,WWE,,202794586331,95.0,1,"Oct 13, 2019",6in.,Mattel WWE Elite Liv Morgan And Sonya Deville Target Exclusive IN HAND,Action Figure,
6119,0,Hasbro,Comic Book Heroes,Thor,New,2002-Now,Marvel Universe,,223701695735,24.97,1,"Oct 13, 2019",6in.,Marvel Legends HEIMDALL No Fat Bro Thor BaF AVENGERS Endgame IN HAND Complete,Action Figure,2019
6120,1,Sideshow Collectibles,"TV, Movie & Video Games",Boba Fett,Used,,,,133194715880,179.99,1,"Oct 13, 2019",12in.,Sideshow Exclusive Star Wars Prototype Armor Boba Fett 1/6 Scale Figure,Action Figure,
6121,1,KENNER,Sports,,New,1980-2001,,,123926701174,2.39,1,"Oct 13, 2019",,1991 ROOKIE STARTING LINEUP - SLU - MLB - KELLY GRUBER - TORONTO BLUE JAYS,Action Figure,1991
6122,0,Hasbro,Military & Adventure,,New,,GI Joe,,162760081799,99.99,93,,"3.75""",Collectors Showcase - Premium Display Case for 3-3/4 GI Joe Action Figures -S2MS,Action Figure,
6123,16,Storm Collectibles,"TV, Movie & Video Games",Augustus Cole,Used,,Gears of War,,223695356303,39.99,1,"Oct 13, 2019",6in.,Storm Collectibles Gears Of War Augustus Cole,Action Figure,
6124,0,Bandai,"TV, Movie & Video Games",Captain America,Used,,Godzilla,,254269144868,23.0,1,"Oct 13, 2019",,Marvel Diamond Select Loose First Avenger Suit Captain America 6” 2012 Very HTF,Action Figure,2012
6125,0,Playmates Toys,"TV, Movie & Video Games",Darkwing Duck,Used,,Darkwing Duck,,183991643205,8.88,1,"Oct 13, 2019",,1991 Playmates Disney's Darkwing Duck +  Steelbeak - action figure ,Action Figure,1991
6126,13,Hasbro,"TV, Movie & Video Games",,New,,Star Wars,,133196950003,13.0,1,"Oct 13, 2019","6""",6 Inch Hoth Princess Leia Organa Figure Star Wars Black Series Collection .LOOSE,Action Figure,2016
6127,0,JAKKS Pacific,"TV, Movie & Video Games",Mario,New,,Super Mario Bros.,,183988094920,17.99,1,"Oct 13, 2019",2.5in.,"Lot of 4 Jakks 2019 Nintendo World of Super Mario 2.5"" Figures - Free Shipping!",Action Figure,2019
6128,1,Hasbro,"TV, Movie & Video Games",Short-Fuze,Used,1980-2001,GI Joe,,133194716130,15.0,1,"Oct 13, 2019",3.75in.,1983 ARAH G.I.Joe V1 SHORT-FUZE Action Figure Complete with File Card,Action Figure,1983
6129,0,Kenner,Sports,,New,1980-2001,,,113881722134,9.99,1,"Oct 13, 2019",,1993 NFL Football Starting Lineup Steve Young San Francisco 49ers - Rare Figure ,,1993
6130,1,KENNER,Sports,,New,1980-2001,,,401909900523,2.99,1,"Oct 13, 2019",,1991 STARTING LINEUP - SLU - MLB - OZZIE GUILLEN - CHICAGO WHITE SOX,Action Figure,1991
6131,2,Hasbro,"TV, Movie & Video Games",,Used,,Star Wars,,303312023424,4.25,1,"Oct 13, 2019",3.75in.,Star Wars Vintage Cardback Palitoy ROJ 65 Back Snowtrooper,Action Figure,
6132,1,Mattel,"TV, Movie & Video Games",,New,2002-Now,Masters of the Universe,,113915344353,40.0,1,"Oct 13, 2019",,New Masters Of The Universe Classics Battle Ground Evil-Lyn,Action Figure,
6133,0,Marvel Legends,Comic Book Heroes,WENDIGO,New,1980-2001,X-Men,,123876202315,49.95,2,"Oct 13, 2019",6in.,MARVEL LEGENDS WENDIGO BAF COMPLETE WAVE NEW LOOSE X-MEN FREE SHIPPING ,Action Figure,2019
6134,3,KENNER,Sports,,New,1980-2001,,,401909902470,5.13,1,"Oct 13, 2019",,1991 STARTING LINEUP - SLU - MLB - RICKEY HENDERSON - OAKLAND ATHLETICS,Action Figure,1991
6135,0,Hasbro,Comic Book Heroes,,Used,2002-Now,,,183956279431,22.5,1,"Oct 13, 2019",6in.,2008 Hasbro Hulk Movie Ironclad Marvel Action Figure Loose Incomplete,Action Figure,2005
6136,0,NECA,"TV, Movie & Video Games",,New,2002-Now,,,303242449165,27.0,4,,7in.,"NECA Reel Toys SDCC 2016 7"" AVP Alien Vs PREDATOR Cloaked SCAR MOC Sealed Clear",Action Figure,
6137,0,NECA,"TV, Movie & Video Games",Predator,New,2002-Now,Predator,,293081965129,35.99,7,,7in.,"NECA Thermal Vision Fugitive Predator Exclusive 7"" Action Figure Predators NIB",Action Figure,2018
6138,4,Hasbro,Military & Adventure,,Used,,GI Joe,,143404391418,8.5,1,"Oct 13, 2019",,Vintage GI Joe Action Figure lot - Tomax and Xamot + more,Action Figure,1985
6139,16,DC,Comic Book Heroes,Batman,New,2002-Now,Justice League,,362775026906,66.0,1,"Oct 13, 2019",8in.,DC Multiverse 2016 JUSTICE BUSTER BAF Complete Batman League CnC ,Action Figure,2016
6140,2,Hasbro,"TV, Movie & Video Games",,Used,,Star Wars,,303312023745,4.25,1,"Oct 13, 2019",3.75in.,Star Wars Vintage Cardback Palitoy ROJ 65 Back Ackbar,Action Figure,
6141,0,Kenner,Animals & Dinosaurs,,New,1980-2001,,,332519701214,120.0,1,"Oct 13, 2019",,1997 Jurassic Park The Lost World - Sarah Harding - MOC/BRAND NEW,Action Figure,1997
6142,0,Hasbro,Comic Book Heroes,,New,,Marvel Universe,,274037130527,26.99,20,,,"2019 Hasbro Marvel Legends AGENT ANTI-VENOM 6"" Inch Figure MOC IN STOCK",Action Figure,
6143,3,Super7,"TV, Movie & Video Games",,New,2002-Now,Masters of the Universe,,113917758211,21.5,1,"Oct 13, 2019",,New Masters Of The Universe Super 7 Orko,Action Figure,
6144,12,Hasbro,Comic Book Heroes,Hulk,New,X-Men Avengers,Marvel Universe,,333354346134,46.0,1,"Oct 13, 2019","9""","Marvel Legends 80th Anniversary Wolverine Hulk 2pack HULK ONLY 9"" Action Figure",Action Figure,Avengers
6145,0,Hasbro,"TV, Movie & Video Games",,Used,,Star Wars,,372773880086,7.99,13,,3.75in.,STAR WARS the legacy collection R2-L3 astromech droid tlc,Action Figure,
6146,14,Hasbro,"TV, Movie & Video Games",,New,,Star Wars,,133196951669,10.5,1,"Oct 13, 2019","6""",6 Inch 2018 Grand Moff Tarkin Figure Black Series Collection Star Wars TBS LOOSE,Action Figure,2016
6147,0,JAKKS Pacific,Sports,King Haku (Meng),Used,2002-Now,WWE,,392459793960,10.99,1,"Oct 13, 2019",7in.,WWE Wrestling Jakks Classic Superstars Classy Freddie Blassie Figure,Action Figure,
6148,2,KENNER,Sports,,New,1980-2001,,,123927505857,3.25,1,"Oct 13, 2019",,1991 STARTING LINEUP - SLU - MLB - BO JACKSON (BATTING) - KANSAS CITY ROYALS,Action Figure,1991
6149,0,Hasbro,"TV, Movie & Video Games",Han Solo and Mynock,New,2002-Now,Star Wars,,254367173805,37.95,1,"Oct 13, 2019",6in.,2018 SDCC Exclusive Star Wars Black Series 6 Han Solo Exogorth Escape Mynock,Action Figure,2018
6150,11,Hasbro,"TV, Movie & Video Games",,Used,,Star Wars,,323940056873,27.24,1,"Oct 13, 2019",3.75in.,Star Wars Vintage Cardback Trilogo Back Han,Action Figure,
6151,0,Unbranded,Comic Book Heroes,,New,,,,142451233202,12.99,28,,,Nendoroid 672 Suicide Squad Harley Quinn PVC Figure Toy Gift,Action Figure,
6152,0,Marvel Legends,Comic Book Heroes,Superhero,New,,Marvel Universe,,401920898283,89.99,1,"Oct 13, 2019",6in.,Marvel Legends Exclusive Lot of 3 Walmart Thanos Worthy Captain America Panther,Action Figure,
6153,0,Hasbro,"TV, Movie & Video Games",Darth Malak,New,,Star Wars,,153674569863,30.0,1,"Oct 13, 2019",,Star Wars 30th Anniversary Darth Malak Action Figure Sealed w/ Collector Coin,Action Figure,2007
6154,0,Kenner,"TV, Movie & Video Games",Luke Skywalker,Used,1980-2001,Star Wars,,143374685243,29.85,1,"Oct 13, 2019",3.5in.,NICE vintage Luke Hoth Survival Star Wars figure Kenner complete LOT repro saber,Action Figure,1980
6155,0,Marvel,Comic Book Heroes,Superhero,Used,2002-Now,Marvel Universe,,174064274602,9.99,1,"Oct 13, 2019",5in.,Lot Of 6 Playskool Super Hero Squad Action Figures Marvel Iron Man Spider-Man,Action Figure,
6156,15,ToyBiz,Comic Book Heroes,Green Goblin,Used,2002-Now,Spider-Man,,392467057707,16.5,1,"Oct 13, 2019",6in.,GREEN GOBLIN - ONSLAUGHT Series MARVEL LEGENDS Toybiz Rare - Preowned ,Action Figure,2006
6157,12,Hasbro,Military & Adventure,Cobra Flight Pod with Elite Viper,New,,GI Joe,,323945198859,17.5,1,"Oct 13, 2019",,"2009 G.I. JOE ""COBRA FLIGHT POD"" W/ ELITE VIPER ROC  ""1 DAY AUCTION ",Action Figure,2009
6158,0,Multifun,Military & Adventure,,New,,,,362778366870,2.99,1,,,Quarantine Zone Agent - Black Cloth Belt - 1/6 Scale - Multifun Action Figures,,
6159,0,Dragon in Dreams,Military & Adventure,,New,,,,274042961018,7.99,1,,,Charlie *B* Red Devils SGT - Metal Dagger & Sheath - 1/6 Scale DID Action Figure,,
6160,0,Multifun,Military & Adventure,,New,,,,362778366794,9.99,1,,,Quarantine Zone Agent - Assault Vest - 1/6 Scale - Multifun Action Figures,,
6161,0,Multifun,Military & Adventure,,New,,,,274047376732,5.99,1,,,Quarantine Zone Agent - Skull Cap Hat - 1/6 Scale - Multifun Action Figures,,
6162,2,KENNER,Sports,,New,1980-2001,,,401908962079,2.39,1,"Oct 13, 2019",,1991 STARTING LINEUP - SLU - MLB - DOUG DRABEK - PITTSBURGH PIRATES,Action Figure,1991
6163,23,Hasbro,"TV, Movie & Video Games",,New,,Star Wars,,133196945358,25.1,1,"Oct 13, 2019","6""",6 Inch Sith Trooper Rise of Skywalker Figure Star Wars Black Series TBS ...LOOSE,Action Figure,2016
6164,6,Hasbro,Comic Book Heroes,,New,2002-Now,Spider-Man,,202794581777,62.0,1,"Oct 13, 2019",6in.,Marvel Legends Hasbro Pizza Spidey Hobgoblin BaF Spider-Man new MoC Complete,Action Figure,
6165,1,K & M,"TV, Movie & Video Games",Steve Irwin,Used,2002-Now,,,264490148779,2.7,1,"Oct 13, 2019",9in.,"Steve Irwin Talking Action Figure Doll 9"" Crocodile Hunter 2006 Works!!",Action Figure,2006
6166,0,Funko,Designer & Urban Vinyl,Redberry® Sour Patch Kid®,New,,Sour Patch Kids®,,372618261159,8.49,31,,3.75in.,Funko Pop Sour Patch Kids®: Redberry® Sour Patch Kid® Vinyl Figure Item #37108,Vinyl Figure,2019
6167,1,Star Wars,"TV, Movie & Video Games",Lando Calrissian,New,,,,193144710146,4.99,1,"Oct 13, 2019",6in.,"STAR WARS THE BLACK SERIES LANDO CALRISSIAN 6"" ACTION FIGURE",Action Figure,
6168,0,Unbrand,Other Action Figures,,New,,,,132721939522,28.99,51,,1:6,1/6 Penis Model Toy Fun Props Urine Phicen Figure 1/12 Doll Fot Toys Female,Action Figure,2018
6169,0,Marvel Legends,"TV, Movie & Video Games",Scarlet Witch,Used,,Spider-Man,,303317348434,30.0,1,"Oct 13, 2019",6in.,Marvel Legends SCARLET WITCH Avengers Captain America Civil War ,Action Figure,
6170,22,Hasbro,Military & Adventure,,Used,,GI Joe,,274046534185,131.3,1,"Oct 13, 2019",3.75in.,G.I. Joe Figure Lot - 87’-90’ - Includes File Cards and Accessories!!,Action Figure,
6171,0,Unbranded,Other Action Figures,,New,,,,383002441982,6.99,37,,Stikbot,Lot 5 Zing Stikbot ROBOT ANIMATION Single Figures Kid toy No Duplicate Random,Action Figure,2016
6172,9,Marvel,Comic Book Heroes,Wolverine,Used,,X-Men,,352816029381,12.5,1,"Oct 13, 2019",,Wolverine and the X-Men Loose Action Figure Lot Marvel,Action Figure,
6173,2,Action,Military & Adventure,,New,,GI Joe,,323942145684,51.41,1,"Oct 13, 2019",,2004 GI Joe 40th Anniversary Action Marine Set #8,Action Figure,2004
6174,1,Hasbro,Comic Book Heroes,Spider-Man,Used,2002-Now,Spider-Man,,254381472030,3.0,1,"Oct 13, 2019",6in.,"6""  Marvel Legends Classic SPIDER-MAN Action Figure - 2009 HASBRO Free Shipping ",Action Figure,2009
6175,0,JAKKS Pacific,Sports,,Used,1980-2001,,,163575436225,46.79,1,"Oct 13, 2019",7in.,SUNNY SID VINCE BRET WWE WWF Jakks Pacific RAW is WAR Special Edition 4 Figures,Action Figure,1997
6176,7,FigurePrints,"TV, Movie & Video Games",World Of Warcraft,Used,2002-Now,World of Warcraft,,113917476109,73.0,1,"Oct 13, 2019",2.75in.,"World Of Warcraft FigurePrints FigurePets - Grunty, Speedy, & More! WoW Blizzcon",Action Figure,
6177,1,KENNER,Sports,,New,1980-2001,,,123926691257,2.99,1,"Oct 13, 2019",,1991 STARTING LINEUP - SLU - MLB - SHAWON DUNSTON - CHICAGO CUBS,Action Figure,1991
6178,0,Titans Vinly Figures,"TV, Movie & Video Games",Doctor Who,Used,,Doctor Who,,123935720657,11.99,1,"Oct 13, 2019",about 3 inches tall,DOCTOR WHO TITANS vinyl FIGURE the OOD Dr Who Alien,Action Figure,
6179,25,Hasbro,Military & Adventure,Snake Eyes,Used,,GI Joe,,163893300873,52.0,1,"Oct 13, 2019",,GI JOE ARAH Snake Eyes V.1 1983  with explosives pack!,Action Figure,1983
6180,0,Hasbro,"TV, Movie & Video Games",,New,2002-Now,Star Wars,,193153673846,32.95,1,"Oct 13, 2019",6in.,"Cal Kestis white box Black Series Star Wars 6 inch"" 93 first edition 1st fallen",Action Figure,
6181,27,DC Collectibles,Comic Book Heroes,Leonardo,New,2002-Now,Batman,,323940050131,43.0,1,"Oct 13, 2019",6in.,DC Collectibles Batman and Leonardo (Gamestop Exclusive Batman Vs TMNT),Action Figure Set,
6182,0,Unbranded,Anime & Manga,Roronoa Zoro,New,,One Piece,,233292828770,13.65,2,,8in.,Action Figure Anime One Piece Roronoa Zoro Battle VER,Action Figure,
6183,0,Hasbro,Comic Book Heroes,Doctor Strange,New,2002-Now,Marvel Universe,,123324952034,17.99,1,"Oct 13, 2019",,Hasbro - Marvel Legends - Doctor Strange - Hulkbuster Build-A-Figure,Action Figure,
6184,0,Hasbro,"TV, Movie & Video Games",,New,,Star Wars,,303250799430,21.99,2,"Oct 13, 2019",3.75in.,Star Wars Vintage Collection The Rise of Skywalker Knight of Ren new,Action Figure,2019
6185,0,Star Wars,"TV, Movie & Video Games",Imperial Stormtrooper,Used,2002-Now,Star Wars,,254385228243,50.0,1,,6in.,"Star Wars Black Series 6"" action figure lot (x2): Imperial Stormtrooper (loose)",Action Figure,
6186,15,Hasbro,"TV, Movie & Video Games",,New,,Star Wars,,133196946255,18.5,1,"Oct 13, 2019","6""",6 Inch Han Solo Mimban Mud Trooper 2019 Figure Star Wars Black Series TBS .LOOSE,Action Figure,2016
6187,2,KENNER,Sports,,New,1980-2001,,,123926692474,3.75,1,"Oct 13, 2019",,1991 STARTING LINEUP - SLU - MLB - LEN DYKSTRA - PHILADELPHIA PHILLIES,Action Figure,1991
6188,0,Kenner,Comic Book Heroes,Batman,Used,1980-2001,Batman,,323779147444,6.79,1,"Oct 13, 2019",5in.,1990 BATMAN Kenner Toy Company DC Comics Gold Action Figure Very Good Condition,Action Figure,1990
6189,0,Kenner,Comic Book Heroes,,New,1980-2001,Batman,,143262493103,4.8,1,"Oct 13, 2019",5in.,Batman 1990 Kenner Action Figure Gold Suit DC Comics,Action Figure,1990
6190,1,Star Wars,"TV, Movie & Video Games",C-3PO,New,2002-Now,Star Wars,,193155246648,5.0,1,"Oct 13, 2019",4in.,Star Wars Force Link Lot C-3PO & Chewbacca 3 3/4 Inch Action Figure NIB,Action Figure,
6191,1,Star Wars,"TV, Movie & Video Games",8D8,Used,1980-2001,Star Wars,,383196952642,3.23,1,"Oct 13, 2019",3.75in., Star Wars Vintage Action Figure Original 1983  (8D8),Action Figure,1983
6192,0,Mattel,Sports,,New,,,,223690729559,19.91,1,"Oct 13, 2019",6in.,WWE Wrestling Mutants Bray Wyatt Action Figure Rare The Fiend,Action Figure,2016
6193,0,Hasbro,Transformers & Robots,Halloween Knight,New,2002-Now,Transformers,,333354297396,12.0,1,"Oct 13, 2019",1.5in. (Approx.),"Transformers BOTBOTS Series 3, HALLOWEEN KNIGHT, Seasons Greeters, New (2019)",Action Figure / Mini Figure,2019
6194,0,Marvel Toys,Other Action Figures,,New,2002-Now,,,253083759735,14.99,1,,6in.,Marvel Legends ML Dark Phoenix 1:12 Scale Custom Cast Head,Action Figure,2014
6195,5,,"TV, Movie & Video Games",,Used,,,,254381472908,36.0,1,"Oct 13, 2019",,action figure lot,Action Figure,
6196,0,Titans Vinly Figures,"TV, Movie & Video Games",Doctor Who,Used,,Doctor Who,,123896639844,12.99,1,"Oct 13, 2019",about 3 inches tall,DOCTOR WHO TITANS Vinyl FIGURE the TARDIS Toy Dr Who 11th Doctor Series 1,Action Figure,
6197,7,Hasbro,"TV, Movie & Video Games",Asajj Ventress,Used,2002-Now,Star Wars,,264490155375,8.5,1,"Oct 13, 2019",3.75in.,Hasbro Star Wars Clone Wars: Asajj Ventress Action Figure,Action Figure,2003
6198,2,Super7,"TV, Movie & Video Games",,New,2002-Now,Masters of the Universe,,113917751766,20.0,1,"Oct 13, 2019",,New Masters Of The Universe Super 7 Mer-Man,Action Figure,
6199,0,Hasbro,"TV, Movie & Video Games",Captain Rex,New,,Star Wars,,283637469653,54.99,1,"Oct 13, 2019",6in.,Star Wars Black Series - CLONE CAPTAIN REX - SDCC HASCON EXCLUSIVE - NEW & RARE,Action Figure,2017
6200,7,Mattel,Sports,,Used,2002-Now,WWE,,352811321669,11.7,1,"Oct 13, 2019",6in.,Bubba Ray Dudley Mattel WWE Get The Tables,Action Figure,
6201,17,Jakks Pacific,Sports,,New,,,,143402268597,51.0,1,"Oct 13, 2019",,WWE Classic SuperStars 3 Pack Andre the Giant Big John Studd Jake The Snake 2004,Action Figure,2004
6202,1,Hasbro,Comic Book Heroes,Jean Grey,Used,,Marvel Universe,,133194766755,17.0,1,"Oct 13, 2019",3.75in.,"Marvel Universe 3.75"" Custom Jean Grey Phoenix X-men Loose Action Figure 3 3/4",Action Figure,
6203,4,KENNER,Sports,,New,1980-2001,,,401912143773,4.25,1,"Oct 13, 2019",,1994 STARTING LINEUP - SLU - MLB - BABE RUTH - BOSTON RED SOX - COOPERSTOWN,Action Figure,1994
6204,1,MEGA,"TV, Movie & Video Games",Beast,New,,Masters of the Universe,,293265896926,3.0,1,"Oct 13, 2019",3in.,Mega Construx Action Figure Series 2 Masters Of The Universe Beast Man New,Action Figure,
6205,1,SUPER DUCK,"TV, Movie & Video Games",,New,2002-Now,,,223699596395,31.99,1,"Oct 13, 2019",2in.,SUPER DUCK 1/6 Asia Beauty Head Sculpt Model SDH010A For Female Action Figure ,Action Figure,2018
6206,0,Mattel,Comic Book Heroes,,New,,,,302382869909,14.93,23,,6 inches,DC Comics Multiverse The Joker Endgame Action Figure,,
6207,0,Fans Toys,Transformers & Robots,Optimus Prime,New,,Transformers,,254385927354,13.69,1,,,Rachet's Operating Studio ROS-003 upgrade kit for Siege Ironhide,Action Figure,
6208,0,Unbranded,Transformers & Robots,Kit,New,,Transformers,,254385919481,14.25,1,,,Rachet's Operating Studio ROS-006 upgrade kit for Siege Hound,Action Figure,
6209,10,Hasbro,Military & Adventure,"DUKE, HEAVY DUTY, GUNG-HO",Used,1982 - 1998,GI Joe  Cobra,,333352459998,22.5,1,"Oct 13, 2019",3.75in.,"GI JOE --- 1992  DUKE, GUNG-HO  & HEAVY-DUTY  w/acc's  --- GIJOE",Action Figure,1992
6210,7,Hasbro,"TV, Movie & Video Games",Ki-Adi-Mundi,Used,,Star Wars,,264490071693,67.0,1,"Oct 13, 2019",3.75in.,Star Wars Figure TLC K'Kruhk Loose The Legacy Collection ,Action Figure,
6211,0,Hasbro,Military & Adventure,Munitia,New,,GI Joe,,254220512015,30.0,1,"Oct 13, 2019",3.75in.,GI Joe Collectors Club Cobra Mercenary MUNITIA Official Hasbro Protective Case ,Action Figure,2008
6212,1,,Transformers & Robots,Omega Supreme,Used,2002-Now,Transformers,,233362112625,85.0,1,"Oct 13, 2019",,Transformers Generation Universe Year of the Snake Omega Supreme 100% Complete,Action Figure,
6213,23,Star Wars,"TV, Movie & Video Games",Luke Skywalker,Used,1980-2001,Star Wars,,113915356499,540.0,1,"Oct 13, 2019",3.75in.,Vintage 1983 Kenner Star Wars Luke Skywalker Blue Lightsaber AFA 90 NM+ Mint,Action Figure,1983
6214,0,Unbranded,Transformers & Robots,,New,,Transformers,,233105778940,22.76,25,,,HASBRO TRANSFOR MAN DEVASTATOR COMBINE 7 ROBOT TRUCK CAR ACTION FIGURES KIDS TOY,,2017
6215,0,Star Wars,"TV, Movie & Video Games",R1-G4,New,,Star Wars,,193155311780,17.99,1,"Oct 13, 2019",,Star Wars A New Hope Tatooine Transaction R1-G4 Figure - Free S&H USA,,
6216,6,Hasbro,"TV, Movie & Video Games",,New,2002-Now,Star Wars,,223691990243,51.0,1,"Oct 13, 2019",,Princess Amidala and Princess Leia Hasbro Star Wars Unleashed Action Figures,Action Figure,
6217,0,Kaiyodo,Anime & Manga,,Used,,,,303229983236,30.83,1,"Oct 13, 2019",,Chobits by CLAMP Chii Figure Kaiyodo  G21-536,,
6218,7,Hasbro,Transformers & Robots,Zetar,Used,1980-2001,Transformers,,333352460397,15.0,1,"Oct 13, 2019",5in. Robot Mode,"Transformers G1 Autobot ZETAR, Drill-Type Powerdasher, 1984 Mail-Order Exclusive",Action Figure,1984
6219,2,KENNER,Sports,,New,1980-2001,,,123929966329,3.25,1,"Oct 13, 2019",,1994 STARTING LINEUP - SLU - MLB - HONUS WAGNER - PIRATES - COOPERSTOWN,Action Figure,1994
6220,15,Hasbro,Transformers & Robots,Bluestreak,Used,1980-2001,Transformers,,163895165581,255.0,1,"Oct 13, 2019",,"Transformers G1 Hasbro 1984 Autobot Bluestreak 100% Complete W/box, Pre-Rubsign",Action Figure,1984
6221,0,Hasbro,Comic Book Heroes,Hela,New,2002-Now,Marvel Universe,,183992766564,29.9,4,"Oct 13, 2019",6in.,Marvel Legends Skurge and Hela Figures Thor Ragnarok New,Action Figure,2019
6222,0,Playmates,"TV, Movie & Video Games",,Used,1980-2001,Teenage Mutant Ninja Turtles,,274047119810,53.99,1,"Oct 13, 2019",5in.,1990 Playmates Teenage Mutant Ninja Turtles TMNT Shredder Figure No Plastic,Action Figure,1990
6223,2,Hasbro,Military & Adventure,Yogi Bear,Used,,GI Joe,,113917819861,5.5,1,"Oct 13, 2019",3.5in.,GI JOE Law 1993 Tight Joints Glossy Paint*,Action Figure,1989
6224,5,,"TV, Movie & Video Games",Blue,Used,,,,183985426792,10.5,1,"Oct 13, 2019",,Vintage Star Wars Action Figure Weapons Lot Original 1977 DarkBlue Rebel Blaster,Action Figure,1977
6225,15,Kenner,"TV, Movie & Video Games",Luke Skywalker,Used,1980-2001,Star Wars,,174052681214,15.5,1,"Oct 13, 2019",3.75in.,Vintage 1980 Star Wars Luke Skywalker Hoth Battle Gear Complete Weapon Hong Kong,Action Figure,1980
6226,13,Star Wars,"TV, Movie & Video Games",Han Solo,Used,,,,183985413197,16.5,1,"Oct 13, 2019",,Vintage Star Wars Action Figure Lot; Original 1977 Han Solo (small head),Action Figure,1977
